TREATMENTLINK,,,,/TREATMENTLINK
BOOK.NAME,TREATMENT.NAME,ACCOUNTING_INSTRUCTION.NAME,ID,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay_FCY_IDR,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec_FCY_IDR,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Pay_FCY_IDR,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Rec,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Rec,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY (NI),
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Rec_FCY_IDR,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,
Treasury_SH_ACU,IRS,CCS/IRS_MF_Daily Interest Accrued_Pay,Treasury_SH_ACU|IRS|CCS/IRS_MF_Daily Interest Accrued_Pay,
Treasury_SH_DBU,CCS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,Treasury_SH_DBU|CCS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,
Treasury_SH_DBU,CCS,CCS/IRS_MF_Daily Interest Accrued_Rec,Treasury_SH_DBU|CCS|CCS/IRS_MF_Daily Interest Accrued_Rec,
Treasury_SH_DBU,CCS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,Treasury_SH_DBU|CCS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,
Treasury_SH_DBU,CCS,CCS/IRS_MF_Daily Interest Accrued_Pay,Treasury_SH_DBU|CCS|CCS/IRS_MF_Daily Interest Accrued_Pay,
Treasury_SH_DBU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,Treasury_SH_DBU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Rec,
Treasury_SH_DBU,IRS,CCS/IRS_MF_Daily Interest Accrued_Rec,Treasury_SH_DBU|IRS|CCS/IRS_MF_Daily Interest Accrued_Rec,
Treasury_SH_DBU,IRS,CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,Treasury_SH_DBU|IRS|CCS/IRS_MF_Daily Interest Accrued_End Minus One_Pay,
Treasury_SH_DBU,IRS,CCS/IRS_MF_Daily Interest Accrued_Pay,Treasury_SH_DBU|IRS|CCS/IRS_MF_Daily Interest Accrued_Pay,
