CHOICELIST,,,/CHOICELIST
Branch,016076-KCP SORONG PASAR SENTRAL,KCPSOPASEN,
Branch,016077-KCP SORONG AIMAS,KCPSORAIMA,
Branch,016078-KCP SORONG PASAR BOSWEZEN,KCPSOPABOS,
Branch,016079-KCP SORONG KLASAMAN,KCPSOKLASM,
Branch,016080-KCP MANOKWARI SUDIRMAN,KCPMANSUD,
Branch,016081-KCP FAKFAK PASAR THUMBURUNI,KCPFAKPATH,
Branch,016082-KCP SORONG SUDIRMAN,KCPSORSUD,
Branch,016083-KCP MANOKWARI TRIKORA,KCPMANOTRI,
Branch,016084-KCP MANOKWARI MASNI SP 7,KCPMANMAS7,
Branch,016085-KCP SORONG RAJA AMPAT,KCPSORAAMP,
Branch,016086-KCP TEMINABUAN,KCPTEMINAB,
Branch,016100-KC MATARAM CAKRANEGARA,MATARNTT,
Branch,016100-KCP MATARAM AA GDE NGURAH,MTRMAAGDE,
Branch,016101-KCP MATARAM AA GDE NGURAH,MATARAMNTT,
Branch,016101-KCP MATARAM CAKRANEGARA,MTRMCKRN,
Branch,016102-KCP SUMBAWA BESAR,SUMBWBSR,
Branch,016103-KC KUPANG URIP SUMOHARJO,KPGNTT,
Branch,016104-KCP KUPANG M. HATTA,KUPGNTT,
Branch,016105-KCP MOTA AIN,KCMOTAAIN,
Branch,016106-DO NOT USE,KCMAUMERE,
Branch,016107-DO NOT USE,KCRUTENG,
Branch,016109-KCP BERTAIS,KCBERTAIS,
Branch,016110-KCP PRAYA,KCPRAYA,
Branch,016111-KCP SELONG,MTRMSELONG,
Branch,016113-KCP BIMA,MTRMBIMA,
Branch,016114-KCP SUMBAWA BATU HIJAU,KKSMBNEWT,
Branch,016114-KK SUMBAWA NEWMONT,SUMBANTT,
Branch,016115-KCP MATARAM AMPENAN,KKMATARAMA,
Branch,016116-KK MALUK,KKMALUK,
Branch,016117-KCP MATARAM SRIWIJAYA,KCPMATASRI,
Branch,016120-KK SENGGIGI,KKSEGIGI,
Branch,016121-KK GILI TRAWANGAN,KKGILTRAWA,
Branch,016158-KCP BIMA RABA,KCPBIMARAB,
Branch,016159-KCP BIMA SILA,KCPBIMASIL,
Branch,016160-KCP LOMBOK MANTANG,KCPLOMANTA,
Branch,016161-KCP PRAYA PENUJAK,KCPPRAYPEN,
Branch,016162-KCP LOMBOK KERUAK,KCPLOMKERU,
Branch,016163-KCP SUMBAWA ALAS,KCPSUMBALA,
Branch,016164-KCP BIMA SAPE,KCPBIMASAP,
Branch,016165-KCP SUMBAWA SEKETENG,KCPSUMBASK,
Branch,016169-KCP AMPENAN,KCPAMPENAN,
Branch,016171-KCP TENTE,KCPTENTE,
Branch,016172-KCP DOMPU,KCPDOMPU,
Branch,016173-KCP LOMBOK GUNUNG SARI,KCPLMBGNSR,
Branch,016174-KCP SELONG PASAR PANCOR,KCPSLNGPSP,
Branch,016175-KCP LOMBOK GERUNG,LMBKGERUNG,
Branch,016177-KCP LOMBOK PEMENANG,LMBKPMNG,
Branch,016179-KCP AIKMEL,MTRMAIKMEL,
Branch,016185-KCP REMBIGA,KCPREMBIGA,
Branch,016186-KCP RENTENG PRAYA,KCPRENPRA,
Branch,016190-KCP LOMBOK MUJUR,KCPLBKMJR,
Branch,016191-KCP PRINGGABAYA,KCPPRINGGA,
Branch,016192-KCP TALIWANG,TALIWANG,
Branch,016194-KCP LOMBOK PAOK MOTONG,KCPLBKPAMO,
Branch,016195-KCP MATARAM PANJITILAR,KCPMTRPJTL,
Branch,016196-KCP LABUHAN LOMBOK,KCPLBHLBK,
Branch,016197-KCP MATARAM PAGESANGAN,KCPMTRPGSN,
Branch,016198-KCP MATARAM AIRLANGGA,KCPMTRALG,
Branch,016199-KCP MATARAM PAGUTAN,KCPMTRPGT,
Branch,016200-DO NOT USE (KC CILEGON ANYER) 01,CLGANYER2,
Branch,016201-KCP KENDARI BEACH,KNDRIBEACH,
Branch,016202-KC BAU BAU,KCBAUBAU,
Branch,016206-KK KOLAKA UTARA,KKKOLAKAUT,
Branch,016207-KCP KENDARI BUNDARAN ANDUONOHU,KCPKDRBDAN,
Branch,016208-KCP KENDARI LEPO - LEPO,KCPKDRLPLP,
Branch,016277-KCP PASARWAJO,KCPPSRWAJO,
Branch,016278-KCP KENDARI MANDONGA,KCPKDRMDGA,
Branch,016279-KCP RAHA,KCPRAHA,
Branch,016280-KCP BOMBANA,KCPBOMBANA,
Branch,016281-KCP UNAAHA,KCPUNAAHA,
Branch,016282-KCP BUTON LOMBE,KCPBTNLMBE,
Branch,016283-KCP BAUBAU WOLIO,KCPBAUBAUW,
Branch,016284-KCP RATE-RATE,KCPRATERAT,
Branch,016285-KCP LAPAIK,KCPLAPAIK,
Branch,016300-KC CILEGON ANYER,CLGANYER1,
Branch,016301-KCP CILEGON MERAK,CLGONMERAK,
Branch,016302-KC SERANG,KCSERANG,
Branch,016303-KC CILEGON ANYER,CLGANYER3,
Branch,016303-KK CILEGON KRAKATAU STEEL,CLGONKRAKS,
Branch,016304-KCP SERANG CIKANDE,KCPSRGCIKA,
Branch,016305-KCP SERANG PASAR LAMA,SRNGPSRLAM,
Branch,016306-KC CILEGON ANYER,CLGANYER6,
Branch,016306-KCP CILEGON PASAR ANYAR,CLGNPSRANY,
Branch,016307-KCP RANGKASBITUNG,RNGKSBITUN,
Branch,016308-KC CILEGON ANYER,CLGANYER8,
Branch,016308-KCP CILEGON CITY SQUARE,CLGNCITYSQ,
Branch,016309-KC CILEGON ANYER,CLGANYER9,
Branch,016309-KK SERANG CICERI,SRNGCICERI,
Branch,016310-KK CILEGON KRAKATAU POSCO,KKCLGKSPOS,
Branch,016311-KK BANTEN LABUAN,KKBNTNLAB,
Branch,016312-KCP PANDEGLANG,KCPPANDEGL,
Branch,016313-KCP CILEGON PULOMERAK,KCPCLGPLMR,
Branch,016375-KCP PASAR CIRUAS SERANG,KCPPSRCIRU,
Branch,016376-KCP PANDEGLANG MENES,KCPPANDMEN,
Branch,016377-KCP CILEGON PASAR KRANGGOT,KCPCILEPSR,
Branch,016378-KCP SERANG PASAR RAU,KCPSERARAU,
Branch,016379-KCP PANDEGLANG PANIMBANG,KCPPDGPNMB,
Branch,016380-KCP PASAR TAMBAK,KCPPSRTMBK,
Branch,016381-KCP PANDEGLANG PASAR PICUNG,KCPPDGPPCG,
Branch,016382-KCP SERANG KRAMATWATU,KCPSRGKRWT,
Branch,016383-KCP SERANG BAROS,KCPSRGBRS,
Branch,016400-KC TANGERANG BINTARO,TNGRNGBINT,
Branch,016400-KCP TANGERANG BINTARO,PBTGRBNTR1,
Branch,016401-KCP JAKARTA PAMULANG,JKRTPAMULA,
Branch,016402-KCP TANGERANG BINTARO SEKTOR III,TNGRNGBINS,
Branch,016403-KCP TANGERANG PONDOK CABE MUTIAR,TNGRNGPDKC,
Branch,016404-KCP TANGERANG PASAR CIPUTAT,TNGRNGPSRC,
Branch,016405-KK TANGERANG JURANGMANGU,TNGRNGJURA,
Branch,016406-KCP TANGERANG BUMI SERPONG DAMAI,TNGRANGBSD,
Branch,016407-KK TANGERANG BSD MODERN,TNGRNGBSDM,
Branch,016408-KCP TANGERANG ITC BSD,TNGRNGITCB,
Branch,016409-KCP TANGERANG SERPONG,TNGRNGSERP,
Branch,016410-KCP TANGERANG VILLA MELATI MAS,TNGRNGVILM,
Branch,016411-KK TANGERANG R.S. EKA BSD,TNGRNGRSEK,
Branch,016412-KCP TANGERANG PAMULANG SILIWANGI,TNGRNGPAMS,
Branch,016413-KCP JAKARTA CIRENDEU,JKRTCIREND,
Branch,016414-KK TANGERANG UIN SYARIF HIDAYATU,TNGRNGUINS,
Branch,016415-KCP TANGERANG GRAHA KARNOS,TNGGRHAKAR,
Branch,016416-KCP JAKARTA CIPUTAT CENTER,JKTACIPUTA,
Branch,016417-KCP TANGERANG GADING SERPONG,TNGGADINGS,
Branch,016418-KCP TANGERANG ALAM SUTERA,TNGALAMSUT,
Branch,016419-KK TANGERANG UNIV. MULTIMEDIA NU,TNGUNIVMUL,
Branch,016420-KCP TANGERANG SUMMARECON GADING,TNGSUMAREC,
Branch,016421-KK TANGERANG KUNCIRAN ALAM SUTER,TNGKUNCIRA,
Branch,016422-KCP TANGERANG BINTARO BURUNG GER,TNGBNTRBUR,
Branch,016423-KK TANGERANG BSD TOL BOULEVARD,TNGBSDTOLB,
Branch,016424-KK TANGERANG GRAHA RAYA BINTARO,TNGGRHARAY,
Branch,016425-KK TANGERANG BINTARO SENTRA MENT,TNGBINTARS,
Branch,016426-KK TANGERANG SUMMARECON MAL SERP,KKTNGRSUMR,
Branch,016427-KK TANGERANG MALL ALAM SUTERA,KKTNGRMALA,
Branch,016428-KK TANGERANG BFI TOWER,KKTANGEBFI,
Branch,016429-KK TANGERANG BINTARO JAYA XCHANG,TNGRBTJYXC,
Branch,016475-KCP TANGERANG PURI SERPONG,TNGPURISER,
Branch,016476-KCP TANGERANG SARUA,TNGSARUA,
Branch,016477-KCP TANGERANG JURANGMANGU PERMAI,TNGJURANGM,
Branch,016478-KCP TANGERANG PARIS SQUARE BSD,TNGPARISSQ,
Branch,016479-KCP TANGERANG GRAHA BINTARO,TNGGRAHABI,
Branch,016480-KCP TANGERANG SAWAH BARU,KCPTNGRSAW,
Branch,016481-KCP TANGERANG PONDOK BENDA,KCPTGRPDBD,
Branch,016482-KCP TANGERANG PONDOK JAGUNG,KCPTGRPDJG,
Branch,016483-KCP TANGERANG SERPONG MUNCUL,KCPTGRSPMC,
Branch,016484-KCP TANGERANG KAMPUNG UTAN,KCPTGRKPUT,
Branch,016485-KCP TANGERANG PONDOK PETIR,KCPTGRPDPT,
Branch,016486-KCP TANGERANG PASAR JOMBANG,KCPTGRPSJB,
Branch,016487-KCP TANGERANG PASAR SERPONG,KCPTGRPSSP,
Branch,016500-KC JAKARTA GREEN VILLE,JKTGREVILL,
Branch,016501-KCP JAKARTA GEDUNG PUSRI,JKTGDNGPUS,
Branch,016502-KCP JAKARTA AKR GALLERY WEST,JKTJLNPNJN,
Branch,016503-KCP JAKARTA SLIPI JAYA,JKTSLIPIJA,
Branch,016504-KCP JAKARTA KEMANGGISAN,JKTKEMANGI,
Branch,016505-KCP JAKARTA RAWA BELONG,JKTRWABLON,
Branch,016506-KCP JAKARTA TAMAN KEBON JERUK,JKTTMNKBJE,
Branch,016507-KCP JAKARTA KEBON JERUK PERJUANG,JKTKBNJRKP,
Branch,016508-KK JAKARTA KEBON JERUK,JKTKBNJRUK,
Branch,016509-KK JAKARTA TAMAN ARIES,JKTTMNARIE,
Branch,016510-KCP JAKARTA KELAPA DUA,JKTKLPADUA,
Branch,016511-KCP JAKARTA KEDOYA,JKTKEDOYA,
Branch,016512-KCP JAKARTA MAL TAMAN ANGGREK,JKTMALLTA,
Branch,016513-KK JAKARTA MEDITERANIA TANJUNG D,JKTMDTRNTN,
Branch,016514-KCP JAKARTA MALL CENTRAL PARK,KCPCTRLPRK,
Branch,016515-KK JAKARTA TANJUNG DUREN RAYA,JKTTNJGDUR,
Branch,016516-KK JAKARTA SUNRISE GARDEN,JKTSUNRISE,
Branch,016517-KK JAKARTA JALAN ARJUNA,JKTARJUNA,
Branch,016518-KCP JAKARTA TAMAN RATU,JKTTMNRATU,
Branch,016519-KCP JAKARTA TANJUNG DUREN,JKTTNJDRRY,
Branch,016520-KK JAKARTA PESANGGRAHAN RAYA,JKTPSNGRAH,
Branch,016521-KK JAKARTA GRAND SLIPI TOWER,KKJKTGRAND,
Branch,016550-KCP JAKARTA SUKABUMI SELATAN,KCPJKTSKSL,
Branch,016600-KC JAKARTA PONDOK KELAPA,JKTPNDKKLP,
Branch,016601-KCP JAKARTA KALIMALANG,JKTKLMLANG,
Branch,016602-KCP JAKARTA PAHLAWAN REVOLUSI,JKTPHLWNRV,
Branch,016603-KCP JAKARTA D.I. PANJAITAN,JKTDIPNJTN,
Branch,016604-KCP JAKARTA PONDOK BAMBU,JKTPDKBMBU,
Branch,016605-KCP JAKARTA PURI SENTRA NIAGA,JKTPRSNTRA,
Branch,016606-KCP JAKARTA KLENDER,JKTKLENDER,
Branch,016607-KK JAKARTA BUARAN,JKRTBUARAN,
Branch,016608-KK JAKARTA WASKITA KARYA,JKTWSKTARY,
Branch,016609-KCP JAKARTA PONDOK KELAPA KAVLIN,JKTPDKKLPD,
Branch,016610-KCP JAKARTA DUREN SAWIT,JKTDRNSWIT,
Branch,016611-KCP JAKARTA HALIM PERDANAKUSUMA,JKTHALIMPE,
Branch,016612-KCP JAKARTA KAWASAN INDUSTRI PUL,JKTPLOGDNG,
Branch,016613-KCP JAKARTA PERUMNAS KLENDER,JKTPRMNSKL,
Branch,016614-KCP JAKARTA PERMATA UJUNG MENTEN,JKTPRMTUJN,
Branch,016615-KCP JAKARTA NINDYA KARYA,JKTNNDYAKA,
Branch,016616-KCP JAKARTA DEWI SARTIKA,JKTDWISRTK,
Branch,016617-JAKARTA RS PUSAT OTAK NASIONAL,JKTRSPON,
Branch,016618-KCP JAKARTA HUTAMA KARYA,HTAMAKRYA,
Branch,016675-KCP JAKARTA PULO JAHE,JKTPLOJAHE,
Branch,016676-KCP JAKARTA PULOGEBANG,JKTPLOGBNG,
Branch,016677-KCP PASAR AYAM PULOGADUNG,KCPPASAPUL,
Branch,016678-KCP JAKARTA SOEKAMTO,KCPJKTSKMT,
Branch,016679-KCP JAKARTA PAHLAWAN REVOLUSI BA,KCPJKTPRBR,
Branch,016700-KC BEKASI JATIWARINGIN,JKTBKSJATI,
Branch,016701-KCP BEKASI SENTRA NIAGA KALIMALA,BKSSENTRAN,
Branch,016702-KCP BEKASI AHMAD YANI,BKSAMDYANI,
Branch,016703-KCP BEKASI KEMANG PRATAMA,BKSKMNGPRA,
Branch,016704-KCP BEKASI PLAZA PONDOK GEDE,BKSPDKGEDE,
Branch,016705-KCP BEKASI TAMAN GALAXI,BKSTMNGALX,
Branch,016706-KCP BEKASI VILLA GALAXI,BKSVILAGAL,
Branch,016707-KCP BEKASI JAKASAMPURNA,BKSJKSAMPR,
Branch,016708-KCP BEKASI JATIBENING,BKSJTBNING,
Branch,016709-KCP BEKASI JATI ASIH,BKSJTMKMR,
Branch,016710-KCP BEKASI KOMSEN JATI ASIH,BKSKMSNJAT,
Branch,016711-KCP BEKASI RUKO MAS,BKSRUKOMAS,
Branch,016712-KCP CIBUBUR CITRA GRAND,BKSCBRCITR,
Branch,016713-KCP BEKASI UJUNG ASPAL,BKSUJUNGAS,
Branch,016714-KCP CIBUBUR TIME SQUARE,BKSCBBRTIM,
Branch,016715-KK BEKASI BINTARA,KKBEKASBIN,
Branch,016716-KCP BEKASI GRAND METROPOLITAN MA,KCPBKSGRMM,
Branch,016717-KCP BEKASI VIDA BUMIPALA,KCPBEKVIBU,
Branch,016775-KCP BEKASI BINTARA RAYA,BKSBNTRAYA,
Branch,016776-KCP BEKASI BANTAR GEBANG,BKSBNTGERB,
Branch,016777-KCP KRANGGAN,KCPKRANGGA,
Branch,016778-KCP DUKUH ZAMRUD,KCPDUKUZAM,
Branch,016779-KCP BEKASI JATI SARI,KCPBEJASAR,
Branch,016780-KCP PONDOK GEDE RATNA,KCPPOGERAT,
Branch,016782-KCP BEKASI PASAR KECAPI,KCPBEPAKEC,
Branch,016800-KC JAKARTA PLUIT SELATAN,JKTPLUITSE,
Branch,016801-KCP JAKARTA BANDENGAN,JKTBNDNGAN,
Branch,016802-KCP JAKARTA MITRA BAHARI,JKTMTRBAHA,
Branch,016803-KCP JAKARTA PLUIT KENCANA,JKTPLUITKE,
Branch,016804-KCP JAKARTA MEGA MAL PLUIT,JKTEMGAMAL,
Branch,016805-KCP JAKARTA MUARA KARANG DALAM,JKTMUARAKA,
Branch,016806-KCP JAKARTA MUARA KARANG RAYA,JKTMUARAKR,
Branch,016807-KK JAKARTA PLUIT KARANG BARU,JKTPLUITKA,
Branch,016808-KK JAKARTA CBD PLUIT,JKTCBDPLUI,
Branch,016809-KK JAKARTA PERMATA KOTA,JKTPRMATKO,
Branch,016810-KK JAKARTA PANTAI INDAH SELATAN,JKTPTINDAH,
Branch,016811-KCP JAKARTA DUTA HARAPAN INDAH,JKTDUTAHAR,
Branch,016812-KCP JAKARTA PANTAI INDAH KAPUK,JKTPNTAIIN,
Branch,016813-KCP JAKARTA TELUK MAS,JKTTLKLUAS,
Branch,016814-KCP JAKARTA TAMAN PERMATA INDAH,JKTTMNPERM,
Branch,016815-KCP JAKARTA JEMBATAN DUA,JKTJMBTDUA,
Branch,016816-KK JAKARTA GALERI NIAGA MEDITERA,JKTGLRNIAG,
Branch,016817-KK JAKARTA DE PLOEIT CENTRALE,KKJKTDEPLO,
Branch,016818-KCP JAKARTA MUARA BARU,KCPJAMUBAR,
Branch,016850-KCP JAKARTA PASAR MUARA ANGKE,KCPJAPAMUA,
Branch,016900-KC PANGKALPINANG,KCPANGPINA,
Branch,016901-KC TANJUNGPANDAN,KCTANJPAN,
Branch,016902-KC PANGKALPINANG,KCPANGPIN2,
Branch,016904-KCP PARIT TIGA JEBUS,KCPPATIJEB,
Branch,016907-KCP PANGKALPINANG DEPATI AMIR,PKLPNDPAMR,
Branch,016908-KK KOBA,KKKOBAA,
Branch,016909-KK PANGKALPINANG CITY HALL,KKPANPICIH,
Branch,016975-KCP BELINYU,KCPBELINY,
Branch,016976-KCP KELAPA,KCPKELAPA,
Branch,017000-KC PARE PARE,KCPAREPARE,
Branch,017002-KC PARE PARE,KCPAREPAR2,
Branch,017003-KCP PARE-PARE PATTOMPO,KCPPAPAPAT,
Branch,017004-KC PARE PARE,KCPAREPAR4,
Branch,017006-KCP SENGKANG,KCPSENGKAN,
Branch,017007-KCP PALOPO,KCPPALOPO,
Branch,017008-KC PARE PARE,KCPAREPAR8,
Branch,017009-KC PARE PARE,KCPAREPAR9,
Branch,017010-KCP SIDRAP SUDIRMAN,KCPSIDRSUD,
Branch,017011-KCP SINJAI PASAR SENTRAL,KCPSINPASE,
Branch,017075-KCP MAMUJUTARAILU,KCPMAMUJUT,
Branch,017077-KCP SIWA,KCPSIWA,
Branch,017078-KCP SOPPENG,KCPSOPPENG,
Branch,017079-KCP BELOPA,KCPBELOPA,
Branch,017082-KCP BARRU,KCPBARRU,
Branch,017083-KCP MANGKUTANA,KCPMANGKUT,
Branch,017084-KCP MALILI,KCPMALILI,
Branch,017085-KCP POLEWALI MANDAR PEKKABATA,KCPPOMANPE,
Branch,017086-KCP PALOPO PUSAT NIAGA,KCPPAPUNIA,
Branch,017087-KCP TORAJA MAKALE (POS),KCPTORAMAK,
Branch,017088-KCP ENREKANG PASAR SUDU,KCPENRPASU,
Branch,017089-KCP WATAMPONE PALAKKA,KCPWATAPAL,
Branch,017090-KCP PINRANG PASAR SENTRAL,KCPPINPASE,
Branch,017100-KC KEDIRI,KCKEDIRI,
Branch,017101-KCP KEDIRI PEMUDA,KCPKEDPEMU,
Branch,017102-KCP PARE,KCKEDIRI2,
Branch,017103-KC KEDIRI,KCKEDIRI3,
Branch,017104-KC KEDIRI,KCKEDIRI4,
Branch,017105-KCP MADIUN SUDIRMAN,KCPMDNSUDI,
Branch,017106-KCP PONOROGO,KCPPONOROG,
Branch,017107-KCP NGAWI,KCKEDIRI7,
Branch,017108-KCP MAGETAN PANGLIMA SUDIRMAN,KCPMAGPASU,
Branch,017109-KCP CARUBAN,KCPCARUBAN,
Branch,017110-KC TULUNGAGUNG,KCTULUNGAG,
Branch,017111-KC TULUNGAGUNG,KCTULUNGA1,
Branch,017112-KCP TRENGGALEK,TRENGGAL,
Branch,017113-KCP NGUNUT,KCPNGUNUT,
Branch,017114-KCP PACITAN,KCPPACITAN,
Branch,017115-KCP TULUNGAGUNG  DIPONEGORO,KCPTUAGWAG,
Branch,017164-KCP TULUNGAGUNG KALIDAWIR,TULUNGAGKA,
Branch,017165-KCP KEDIRI RINGINREJO,KCPKEDRING,
Branch,017166-KCP BLITAR SUTOJAYAN,KCPBLISUTO,
Branch,017167-KCP TRENGGALEK WATULIMO,KCPTREWATU,
Branch,017168-KCP KEDIRI BANDAR,KCPKEDBAND,
Branch,017169-KCP KEDIRI BOGO,KCPKEDBOGO,
Branch,017170-KCP BLITAR WONODADI,KCPBLIWONO,
Branch,017171-KCP KEDIRI MOJOROTO,KCPKEDMOJO,
Branch,017172-KCP MADIUN SUNGKONO,KCPMADSUNG,
Branch,017173-KCP TULUNGAGUNG KAUMAN,KCPTUAGKAU,
Branch,017174-KCP NGAWI KARANGJATI,KCPNGAWKAR,
Branch,017175-KCP KERTOSONO,KCPKRTOSON,
Branch,017176-KCP KEDIRI WATES,KCPKEDWATE,
Branch,017177-KCP NGANJUK WARUJAYENG,KCPNGAWARU,
Branch,017180-KCP NGAWI JOGOROGO,NGAWIJOG,
Branch,017181-KCP NGAWI WALIKUKUN,KCPNGAWALI,
Branch,017182-KCP MADIUN DOLOPO,KCPDOLOPO,
Branch,017183-KCP MAGETAN MAOSPATI,KCPMAOSPAT,
Branch,017184-KCP BLITAR KANIGORO,BLITARKANI,
Branch,017185-KCP BLITAR WLINGI,KCPBLITWLI,
Branch,017187-KCP TULUNGAGUNG BANDUNG,TULUNGAGBA,
Branch,017188-KCP BLITAR SRENGAT,KCPBLITSRE,
Branch,017189-KCP PONOROGO JETIS,KCPPONOJET,
Branch,017190-KCP PARE KANDANGAN,KCPPAREKAN,
Branch,017191-KCP TRENGGALEK GANDUSARI,KCPTRENGAN,
Branch,017192-KCP NGAWI ACHMAD YANI (DH NGAWI,KCPNGAACYA,
Branch,017193-KCP PONOROGO SOEKARNO HATTA,PONORSH,
Branch,017194-KCP BLITAR KESAMBEN,KCPBLITKES,
Branch,017195-KCP NGAWI PARON (POS),KCPNGAWPAR,
Branch,017196-KCP BLITAR GARUM,KCPBLITGAR,
Branch,017197-KCP KEDIRI GURAH,KCPKEDGURA,
Branch,017198-KCP KEDIRI GRINGGING,KCPKEDGRIN,
Branch,017199-KCP MAGETAN KAWEDANAN,KCPMAGEKAW,
Branch,017200-KC DUMAI SUDIRMAN,KCDUMAISUD,
Branch,017202-KCP BAGANBATU,KCPBAGBATU,
Branch,017204-KC DUMAI SUDIRMAN,KCDUMAISU4,
Branch,017206-KC DUMAI SUDIRMAN,KCDUMAISU6,
Branch,017208-KCP DUMAI LUBUK GAUNG,KCPDUMLUGA,
Branch,017209-KCP UJUNG TANJUNG LINTAS,KCPUJTANLI,
Branch,017210-KCP SELAT PANJANG,KCPSELPANJ,
Branch,017234-KCP SURABAYA MARGOREJO,KCSBYMARGO,
Branch,017275-KCP DUMAI BUKIT KAPUR,KCPDUMA,
Branch,017276-KCP BALAM,KCPBALA,
Branch,017277-KCP DURI SIDOMULYO,KCPDURISID,
Branch,017278-KCP DURI PINGGIR,KCPDURIPIN,
Branch,017279-KCP UJUNG TANJUNG,KCPUJUN,
Branch,017280-KCP PASAR DURI BARAT,KCPPADUBAR,
Branch,017281-KCP DUMAI PUJUD,KCPDUMAPUJ,
Branch,017300-KC KARAWANG,KCKRWANG,
Branch,017301-KCP KARAWANG TUPAREV,KCKRWTUPAR,
Branch,017302-KCP KARAWANG KOSAMBI,KCKRWKOSAM,
Branch,017303-KK KARAWANG GALUH MAS,KKKRWGAMAS,
Branch,017304-KC PURWAKARTA MARTADINATA,KCPWKMRTDN,
Branch,017305-KCP PURWAKARTA SUDIRMAN,KCPPRWSUDI,
Branch,017306-KC DAWUAN CIKAMPEK,KCDWNCIKAM,
Branch,017307-DO NOT USE,KKCIKAGKB,
Branch,017308-KCP PAMANUKAN,KCPPAMANUK,
Branch,017309-KCP SUBANG,KCPSUBNG,
Branch,017310-KCP PURWAKARTA BESLAND PERTIWI,KCPPURBESP,
Branch,017311-KCP KARAWANG SURYACIPTA,KCPKRWNGSU,
Branch,017312-KCP KARAWANG GRAND TARUMA,KCPKARGRTA,
Branch,017313-KCP KARAWANG KIIC,KCPKARAKII,
Branch,017357-KCP KARAWANG TELAGASARI,KCPKRWTLGS,
Branch,017360-KCP KARAWANG RENGASDENGKLOK,KCKRWRENGA,
Branch,017366-KCP SUBANG KALIJATI,KCSBGKALIJ,
Branch,017370-KCP KARAWANG CIKAMPEK KOTABARU,KCPKARACIK,
Branch,017371-KCP KARAWANG PASAR KOSAMBI,KCPKARPAKO,
Branch,017372-KCP SUBANG WATES,KCPSUBWATE,
Branch,017373-KCP SUBANG PURWADADI,KCPSUBPURW,
Branch,017374-KCP SUBANG TANJUNGSIANG,KCPSUBTANJ,
Branch,017375-KCP KARAWANG TELUK JAMBE,KCPKARTEJA,
Branch,017376-KCP KARAWANG KLARI,KCPKARKLAR,
Branch,017377-KCP KARAWANG TANJUNGPURA,KCPKARTANJ,
Branch,017400-KC MAKASSAR SAM RATULANGI,KCMKSSAMRT,
Branch,017401-KCP MAKASSAR PANAKKUKANG,KCPMKSPANA,
Branch,017402-KCP MAKASSAR UNIVERSITAS NEGERI,KCPMKSRUNM,
Branch,017405-KCP GOWA,KCPGOWA,
Branch,017406-KC MAKASSAR SAM RATULANGI,KCMKSSAMR6,
Branch,017408-KCP MAKASSAR PETTARANI,KCPMKSRPET,
Branch,017409-KCP MAKASSAR VETERAN SELATAN,KCPMKSVETS,
Branch,017410-KCP BANTAENG KARTINI,KCPBANKART,
Branch,017411-KCP JENEPONTO,KCPJENEPON,
Branch,017450-KCP MAKASSAR HERTASNING,KCPMAKHERT,
Branch,017451-KCP SELAYAR,KCPSELAYAR,
Branch,017452-KCP GOWA MALINO,KCPGOWAMAL,
Branch,017455-KCP LIMBUNG,KCPLIMBUNG,
Branch,017456-KCP HARTACO,KCPHARTACO,
Branch,017457-KCP ANTANG,KCPANTANG1,
Branch,017458-KCP GOWA PALLANGGA,KCPGOWAPAL,
Branch,017459-KCP GOWA BALANG - BALANG,KCPGOWABAL,
Branch,017460-KCP GOWA SAMATA,KCPGOWASAM,
Branch,017461-KCP MAKASSAR ALAUDIN,KCPMAKALAU,
Branch,017462-KCP BULUKUMBA TANETE,KCPBULUKTA,
Branch,017463-KCP BAROMBONG,KCPBAROMBO,
Branch,017500-KC KUTA RAYA,KCKUTARAYA,
Branch,017501-KCP NUSA DUA,KCPNUSADUA,
Branch,017502-KCPLEGIAN,KCPLEGIAN,
Branch,017503-KCP DENPASAR DALUNG,DPSDALUNG,
Branch,017504-KCP BADUNG UNGASAN,KCPBDGUNGA,
Branch,017505-KCP JIMBARAN,JIMBARAN,
Branch,017506-KCP KEROBOKAN,KCPKEROBOK,
Branch,017507-KCP KUTA SUNSET ROAD,KKDENSUROA,
Branch,017508-KCP KUTA BINTANG,KKKUTABINT,
Branch,017509-KCP BANDARA NGURAH RAI,KKDENNGURA,
Branch,017510-KCP TABANAN,KCPTABANAN,
Branch,017511-KCP TABANAN KOTA,KKTABANAN,
Branch,017512-KCP JEMBRANA,KCPJEMBRAN,
Branch,017513-KCP BADUNG SEMPIDI,KCPBADSEMP,
Branch,017514-KCP CANGGU BRAWA,KKCANGBRAW,
Branch,017515-KCP KUTA DEWI SRI,KKKUTADWSR,
Branch,017550-KCP CANGGU,KCPCANGGU1,
Branch,017551-KCP SEMPIDI,KCPSEMPIDI,
Branch,017552-KCP MENGWI,KCPMENGWI1,
Branch,017553-KCP BAJERA,KCPBAJERA1,
Branch,017554-KCP NEGARA,KCPNEGARA1,
Branch,017555-KCP BADUNG MAMBAL,KCPBADMAMB,
Branch,017556-KCP BATURITI,KCPBATURIT,
Branch,017600-KC TANGERANG GADING SERPONG,KCGDGSERPO,
Branch,017601-KCP TANGERANG SUMMARECON GADING,KCPTGSUMGS,
Branch,017602-KK TANGERANG SUMMARECON MAL SERP,KKTGSUMMS2,
Branch,017603-KK TANGERANG GRAHA ANABATIC,TNGRGRANBC,
