CHOICELIST,,,/CHOICELIST
Branch,011929-KK JAKARTA JALAN GARUDA,KKJAKGARUD,
Branch,011930-KK JAKARTA KARTINI,KKJAKARTA9,
Branch,011931-KK JAKARTA KARANG ANYAR,JKTKRAYIDR,
Branch,011932-KK JAKARTA SAWAH BESAR,KKJAKARTA8,
Branch,011934-KCP JAKARTA PANGERAN JAYAKARTA,KCPJAKARTX,
Branch,011935-KCP JAKARTA MANGGA DUA,KCPJAKARTW,
Branch,011936-KCP JAKARTA HARCO MANGGA DUA,MANGGADUA,
Branch,011937-KCP JAKARTA JAYAKARTA KOMPLEK 11,KCPJAKARTR,
Branch,011938-KK JAKARTA MAL MANGGA DUA,JKTMANGDUA,
Branch,012000-KC JAKARTA TJ PRIOK ENGGANO,JKTTJPEIDR,
Branch,012001-KCP JAKARTA TJ PRIOK SUDARSO,JKTTJPSIDR,
Branch,012002-KCP JAKARTA TJ PRIOK TAWES,JKTTJPTIDR,
Branch,012003-(DO NOT USE XXX),JKTYARS,
Branch,012004-KCP JAKARTA AHMAD YANI,JKTAYANI,
Branch,012005-KCP JAKARTA CAKUNG,JKTCAKUNG,
Branch,012006-KCP JAKARTA PERUMPEL TANJUNGPRIO,JKTPTJPIDR,
Branch,012007-(DO NOT USE XXX),JKTPLM,
Branch,012008-KCP JAKARTA SUNTER PERMAI,JKTSUPRIDR,
Branch,012009-(DO NOT USE XXX),JKTCEMP,
Branch,012010-(DO NOT USE XXX),JKTCPP,
Branch,012011-KCP JAKARTA SUNTER PARADISE,JKTSUPAIDR,
Branch,012013-KK JAKARTA PERTAMINA DPKK,JKTDPKKIDR,
Branch,012014-(DO NOT USE XXX),JKTCMS,
Branch,012015-KCP JAKARTA SEMPER BARAT,KCPJKTSMPR,
Branch,012016-KK JAKARTA GRIYA INTI SENTOSA,JKTGISIDR,
Branch,012017-KK JAKARTA SUNTER AGUNG UTARA,JKTSAUIDR,
Branch,012018-KK JAKARTA TAMAN SUNTER INDAH,JKTTMSIIDR,
Branch,012019-KK JAKARTA MAL SUNTER,JKTMALSUTR,
Branch,012020-KCP JAKARTA ROYAL SUNTER,JKTPRIMSUN,
Branch,012022-KCP JAKARTA ANCOL,JKTANCOL,
Branch,012023-KK JAKARTA PLUMPANG,JKTPLUMIDR,
Branch,012024-KK JAKARTA PASAR SENI ANCOL,JKTPSAIDR,
Branch,012025-KC JAKARTA KBN CILINCING,JKTKBNCIDR,
Branch,012026-KC JAKARTA CAKUNG BABEK TNI,KCJAKARTAC,
Branch,012027-KK JAKARTA SUNTER KIRANA,KKJAKART,
Branch,012028-KCP JAKARTA ITC MANGGA DUA,KCPJAKARTS,
Branch,012029-KCP JAKARTA PASAR PAGI MANGGA DU,KCPJAKARTT,
Branch,012030-KK JAKARTA WTC MANGGA DUA,KKJAKARTAS,
Branch,012031-(DO NOT USE XXX),JKTRWS,
Branch,012032-KCP JAKARTA  MANGGA DUA SQUARE,KCPJAKART0,
Branch,012033-KCP JAKARTA RUKO TEKSTIL MANGGA,KCPJAKARTY,
Branch,012034-KCP JAKARTA PADEMANGAN,KCPJAKARTO,
Branch,012035-KK JAKARTA SUNTER PODOMORO,KKJKSUNPOD,
Branch,012041-KK JAKARTA TANJUNGPRIOK BEA CUKA,JKTTJBCIDR,
Branch,012076-KCP PLUMPANG SEMPER,KCPPLUMSEM,
Branch,012100-KC JAKARTA KEBON SIRIH,JKTKSIRIDR,
Branch,012101-KCP JAKARTA DUTA MERLIN,JKTMERLIDR,
Branch,012102-KCP JAKARTA FAKHRUDIN,JKTFAKRIDR,
Branch,012103-KCP JAKARTA KEBON JATI,JKTKEBJIDR,
Branch,012104-KCP JAKARTA SURYOPRANOTO,JKTSURYIDR,
Branch,012105-KCP JAKARTA GEDUNG PELNI,JKTPELNIDR,
Branch,012106-KC JAKARTA WISMA BISNIS INDONESI,JKTWSMBSNI,
Branch,012106-KCP JAKARTA PASAR TANAH ABANG,JKTTNAIDR,
Branch,012107-KCP JAKARTA CIDENG,JKTCIDIDR,
Branch,012108-(DO NOT USE XXX),JKTBPKP,
Branch,012109-KK JAKARTA METRO TANAH ABANG,JKTMTROTNH,
Branch,012110-KCP JAKARTA PASAR TANAH ABANG,JKTTNHBLOK,
Branch,012111-KK JAKARTA GEDUNG PELITA AIR SER,JKTGDNGPEL,
Branch,012112-KK JAKARTA DEPT HANKAM,JKTHANKIDR,
Branch,012113-KK JAKARTA GEDUNG INDOSAT,JKTIDSTIDR,
Branch,012114-KK JAKARTA GEDUNG DEPPARPOSTEL,JKTPOSTIDR,
Branch,012115-KK JAKARTA CALTEX PACIFIC INDONE,JKTCALTIDR,
Branch,012116-KC JAKARTA WAHID HASYIM,JAKARTAWAH,
Branch,012117-KCP JAKARTA PETOJO UTARA,KCPJAKAR26,
Branch,012118-KCP JAKARTA DESIGN CENTER,KCPJAKAR25,
Branch,012119-KCP JAKARTA ROXY MAS,KCPSDIRPLZ,
Branch,012120-KCP JAKARTA ITC ROXY MAS,JKTITCROXY,
Branch,012121-KK JAKARTA TANAH ABANG BUKIT,JKTTABIDR,
Branch,012122-KCP JAKARTA MOHAMMAD MANSYUR,KCPJAKAR21,
Branch,012123-KK JAKARTA ROXY MAS 2,KKJKTROXY2,
Branch,012124-KK JAKARTA ALAYDRUS,KKJKTALAYS,
Branch,012125-KK JAKARTA BIAK ROXY,KKJAKART33,
Branch,012126-KK JAKARTA THAMRIN CITY,KKJAKART22,
Branch,012127-KK JAKARTA TANAH ABANG BLOK B,KKJAKART11,
Branch,012128-KK JAKARTA TANAH ABANG BLOK A,KKJKTTNHAB,
Branch,012129-KK JAKARTA JEMBATAN METRO TANAH,KKJKTJEMME,
Branch,012200-KC JAKARTA IMAM BONJOL,JKTIBIDR,
Branch,012201-KCP JAKARTA CIK DITIRO,JKTCIKDIDR,
Branch,012202-KCP JAKARTA R.S.C.M,JKTRSCMIDR,
Branch,012203-KCP R.S. JAKARTA,JKTRSJIDR,
Branch,012204-KCP JAKARTA WISMA INDOCEMENT,JKTINDOIDR,
Branch,012205-KCP JAKARTA BERDHARMA,JKTBERDHAR,
Branch,012206-KCP JAKARTA MID PLAZA,JKTMIDIDR,
Branch,012207-KCP JAKARTA KEBON MELATI,JKTMLTIDR,
Branch,012208-KCP JAKARTA WISMA METROPOLITAN,JKTWMTRIDR,
Branch,012209-KCP JAKARTA BENDUNGAN HILIR,JKTBENDHIL,
Branch,012210-KK JAKARTA PLAZA DUA MUTIARA,JKTPDMIDR,
Branch,012211-KCP JAKARTA PLAZA INDONESIA,JKTPZIDIDR,
Branch,012212-KCP JAKARTA MENTENG,JKTMENTIDR,
Branch,012213-KK JAKARTA GRAND INDONESIA,KKJAKART21,
Branch,012214-KC JAKARTA WISMA 46 KOTA BNI,JAKARTAW46,
Branch,012215-KC JAKARTA UNIKA ATMAJAYA,JAKARTAUNI,
Branch,012217-KCP JAKARTA WISMA NUSANTARA,KCPJAKAR16,
Branch,012218-KCP JAKARTA RATU PLAZA,KCPJAKAR15,
Branch,012219-KCP JAKARTA DPR RI,KCPJAKAR14,
Branch,012220-KCP JAKARTA GEDUNG PUSAT KEHUTAN,KCPJAKAR23,
Branch,012221-KCP JAKARTA PALMERAH,KCPJAKAR12,
Branch,012222-KCP JAKARTA SENAYAN CITY,KCPJAKAR11,
Branch,012223-KK JKT KEMENTRIAN PENDIDIKAN NAS,JKKEMPENAS,
Branch,012224-JAKARTA MENARA TASPEN,JKTMNRTSPN,
Branch,012226-KCP MENARA ASTRA,JKTMNRSTRA,
Branch,012300-KC JAKARTA CIKINI,JKTCIKIDR,
Branch,012301-KCP JAKARTA TAMAN ISMAIL MARZUKI,JKTTIMIIDR,
Branch,012302-(DO NOT USE XXX),JKTPRAP,
Branch,012303-KCP JAKARTA KRAMAT RAYA,JKTKRAMIDR,
Branch,012304-(DO NOT USE XXX),JKTSEN,
Branch,012305-(DO NOT USE XXX),JKTALIA,
Branch,012306-KCP JAKARTA CUT MEUTIA,JKTMEUTIDR,
Branch,012307-(DO NOT USE XXX),JKTATRI,
Branch,012308-KCP JAKARTA SALEMBA RAYA,JKTSALBIDR,
Branch,012309-(DO NOT USE XXX),JKTSRUM,
Branch,012310-(DO NOT USE XXX),JKTPLN,
Branch,012311-(DO NOT USE XXX),JKTBIM,
Branch,012312-KK JAKARTA PERCETAKAN NEGARA,JKTPNIDR,
Branch,012313-(DO NOT USE XXX),JKTSLJSIDR,
Branch,012314-KK JAKARTA KENARI MAS,JKTKNMSIDR,
Branch,012315-(DO NOT USE XXX),JKTGDAS,
Branch,012316-KCP JAKARTA CEMPAKA MAS,JKTCEMPMAS,
Branch,012317-KCP JAKARTA UNIVERSITAS YARSI,JKTYARSIDR,
Branch,012318-KCP JAKARTA CEMPAKA PUTIH PERMAI,JKTCEMPUTI,
Branch,012319-KK JAKARTA R.S. ISLAM JAKARTA,JKTRSISIDR,
Branch,012320-KK JAKARTA PERTAMINA UPMS III,JKTUPMSIDR,
Branch,012321-(DO NOT USE XXX),JKTDPAG,
Branch,012322-(DO NOT USE XXX),JKTPMK,
Branch,012323-KK JAKARTA TASPEN,JKTTASIDR,
Branch,012324-KK JAKARTA RAWASARI,JKTRWSRIDR,
Branch,012325-KK JAKARTA ITC CEMPAKA MAS,JKTCMSIDR,
Branch,012326-KK JAKARTA MEGA GROSIR CEMPAKA M,JKTMGCMIDR,
Branch,012327-KC JAKARTA SUPRAPTO,JAKARTASUP,
Branch,012328-KC JAKARTA RP SOEROSO,JAKARTARPS,
Branch,012329-KC JAKARTA KENARI LAMA,JAKARTAKEN,
Branch,012330-KCP JAKARTA AHMAD YANI,KCPJAKAR13,
Branch,012331-KK JAKARTA CIKINI GOLD CENTER,KKJKTCIKIN,
Branch,012332-JAKARTA BPJS KESEHATAN,JKTBPJSKSH,
Branch,012375-KCP JAKARTA PASAR SUMUR BATU,PSRSMURBTU,
Branch,012376-KCP JAKARTA JOHAR BARU,JOHARBARU,
Branch,012400-KC JAKARTA CASABLANCA,JKTCASAIDR,
Branch,012401-KCP JAKARTA RASUNA SAID,JKTRASUIDR,
Branch,012402-KCP JAKARTA GRAHA IRAMA,JKTASPAIDR,
Branch,012403-KCP JAKARTA KUNINGAN,JKTKUNIDR,
Branch,012404-KCP JAKARTA TEBET SUPOMO,JKTTEBTIDR,
Branch,012405-KCP GEDUNG TIRA,JKTGDGTIRA,
Branch,012406-KCP JAKARTA LAPANGAN ROSE,JKTLAPAROS,
Branch,012407-KCP JAKARTA MEGA KUNINGAN,JKTMEGAIDR,
Branch,012408-KCP JAKARTA SAHARJO,JKTHARJIDR,
Branch,012409-KCP JAKARTA TEBET BARAT,JKTTBRTIDR,
Branch,012410-KK JAKARTA WISMA TUGU,JKTTUGUIDR,
Branch,012411-KCP JAKARTA PASAR RUMPUT,JKTSRUMIDR,
Branch,012412-KK JAKARTA TEBET TIMUR,JKTTBTTMR,
Branch,012413-KK JAKARTA TEBET RAYA,JKTTBTRAYA,
Branch,012414-KC JAKARTA MENARA PALMA,JKTMENPALM,
Branch,012415-KK JAKARTA RASUNA EPISENTRUM,KKJAKART12,
Branch,012416-KK JAKARTA GEDUNG MM UGM,KKJAKARTU,
Branch,012417-KCP JAKARTA KALIBATA,KCPJAKARKL,
Branch,012418-KCP JAKARTA PASAR MINGGU,KCPJAKARTZ,
Branch,012419-KK JAKARTA KALIBATA RAWAJATI,KKJAKARTA4,
Branch,012420-KCP JAKARTA PEJATEN TIMUR,KCPPEJTIM,
Branch,012421-KK JAKARTA AMBASSADOR,JKTAMBASDR,
Branch,012422-KCP JAKARTA M.T. HARYONO,KCPJAKARTM,
Branch,012423-KCP JAKARTA PANCORAN,KCPJAKARTP,
Branch,012424-KK JAKARTA WISMA IKPT,KKJAKARTA7,
Branch,012425-KK JAKARTA GEDUNG SUCOFINDO,JKTSUCOFIN,
Branch,012426-KK JAKARTA MULTIVISION TOWER,KKJKTMULTO,
Branch,012427-KK JAKARTA KALIBATA CITY,KKJKTKALIB,
Branch,012428-KK JAKARTA KOTA KASABLANKA,KKJKTKASAB,
Branch,012429-KK JAKARTA MENARA KUNINGAN,KKJAKARME,
Branch,012431-KCP JAKARTA KEMENTERIAN KESEHATA,KCKEMENKES,
Branch,012432-KCP JAKARTA MENARA CYBER 2,KCPJKTCYB2,
Branch,012433-KCP JKT PLAZA BP JAMSOSTEK,KCPLZBPJAM,
Branch,012500-KC JAKARTA PULOGADUNG,JKTPLGDIDR,
Branch,012501-KCP JAKARTA KAWASAN INDUSTRI PUL,JKTPGADIDR,
Branch,012502-KCP JAKARTA KELAPA GADING,JKTKGIDR,
Branch,012503-KCP JAKARTA KELAPA GADING BOULEV,JKTKGBIDR,
Branch,012504-(DO NOT USE XXX),BKSNGA,
Branch,012505-KCP BEKASI AHMAD YANI,BKSAYA,
Branch,012506-KCP JAKARTA KELAPA GADING BARAT,JKTKGBRIDR,
Branch,012507-KCP JAKARTA PERUMNAS KLENDER,JKTKLDIDR,
Branch,012508-(DO NOT USE XXX),BKSJUA,
Branch,012509-(DO NOT USE XXX),BKSCKR,
Branch,012510-(DO NOT USE XXX),BKSPRAT,
Branch,012511-(DO NOT USE XXX),BKSCB,
Branch,012512-KK JAKARTA MAL KELAPA GADING,JKTMKGIDR,
Branch,012513-KK JAKARTA ARTHA GADING,JKTATGDIDR,
Branch,012514-KK JAKARTA KELAPA GADING HIBRIDA,JKTKGHIDR,
Branch,012515-KK JAKARTA KELAPA GADING INKOPAL,JKTGDNGINK,
Branch,012516-(DO NOT USE XXX),JKTVIN,
Branch,012517-(DO NOT USE XXX),JKTVGAL,
Branch,012518-KCP JKT GRAHA REKSO,JKTGHROIDR,
Branch,012519-KCP JAKARTA PERMATA UJUNG MENTEN,JKTPRMTUJM,
Branch,012520-(DO NOT USE XXX),JKTCKRS,
Branch,012521-KK BEKASI PONDOK UNGU,BKSPDKUNGU,
Branch,012522-KK BEKASI HARAPAN INDAH,BKSHRPNIND,
Branch,012523-(DO NOT USE XXX),JKRBKKL,
Branch,012524-KK JAKARTA KELAPA GADING B TIMUR,JKTBOLTIMU,
Branch,012525-(DO NOT USE XXX),JKTJKGIIDR,
Branch,012526-KK JAKARTA KELAPA GADING BOLEVAR,JKTBOLRAYA,
Branch,012528-KC BEKASI TAMAN HARAPAN BARU,BKSTMNHBDR,
Branch,012529-KC JAKARTA PEMUDA,JAKARTAPEM,
Branch,012530-DO NOT USE,DONTUSE2,
Branch,012531-(DO NOT USE XXX),JKTCKJB,
Branch,012532-DO NOT USE,DONTUSE1,
Branch,012533-KC JAKARTA KELAPA GADING SQUARE,JAKARTAKEL,
Branch,012534-KK JAKARTA RUKO SENTRAL KELAPA G,KKJAKARTAC,
Branch,012535-KCP JAKARTA CAKUNG,KCPJAKARTV,
Branch,012536-KK JAKARTA CAKUNG BABEK TNI,JKTCAKBTNI,
Branch,012537-KK JAKARTA KELAPA GADING NIRWANA,KKJAKARTA6,
Branch,012538-KK JAKARTA BUKIT GADING INDAH,KKJKTBUKIT,
Branch,012539-KK JAKARTA KELAPA GADING KIRANA,KKJKTKLPGD,
Branch,012551-(DO NOT USE XXX),JKTBTG,
Branch,012561-(DO NOT USE XXX),JKTBGM,
Branch,012577-KCP JAKARTA SUKAPURA,JKTSUKAPUR,
Branch,012578-KCP ROROTAN,KCPROROTAN,
Branch,012600-KC JAKARTA FALATEHAN,JKTFALTIDR,
Branch,012601-KCP JAKARTA ISKANDARSYAH,JKTISKIDR,
Branch,012602-KCP JAKARTA GRAND WIJAYA,JKTWIJAIDR,
Branch,012603-KCP JAKARTA KEMANG RAYA,JKTGRAPIDR,
Branch,012604-KCP JAKARTA KALIBATA,JKTKLBTIDR,
Branch,012605-KCP JAKARTA PANGLIMA POLIM,JKTPLIMIDR,
Branch,012606-KCP JAKARTA MELAWAI,JKTMELWIDR,
Branch,012607-KCP JAKARTA DEPT PU,JKTPUIDR,
Branch,012608-KCP JAKARTA PASAR MINGGU,JKTPEJAIDR,
Branch,012609-KCP JAKARTA WOLTER MONGINSIDI,JKTWOLTIDR,
Branch,012610-KCP JAKARTA PLN PUSAT,JKTPLNPIDR,
Branch,012611-KK JAKARTA KEMANG PLAZA,JKTRSPPIDR,
Branch,012612-KK JAKARTA KALIBATA RAWAJATI,JKTKLRWIDR,
Branch,012613-KK JAKARTA KEMANG SELATAN,JKTKMNGSEL,
Branch,012614-KK JAKARTA MABES POLRI,JKTPOLRIDR,
Branch,012615-KC JAKARTA AMPERA RAYA,JKAMPRYIDR,
Branch,012616-KC JAKARTA PEJATEN TIMUR,JAKARTAPEJ,
Branch,012617-KC JAKARTA BLOK M,KCJAKARTAB,
Branch,012618-KCP JAKARTA RADIO DALAM,KCPJAKART9,
Branch,012619-KCP JAKARTA GANDARIA,KCPJAKART8,
Branch,012620-KCP JAKARTA MAYESTIK,KCPJAKART7,
Branch,012621-(DO NOT USE XXX),JKTJTPD,
Branch,012622-KCP JAKARTA R.S. PUSAT PERTAMINA,JKTRSPIDR,
Branch,012623-KK JAKARTA LIPPO MALL KEMANG,KKJAKARLIP,
Branch,012675-KCP JAKARTA JAGAKARSA,KCPJAKART5,
Branch,012700-KC JAKARTA FATMAWATI,JKTFATWIDR,
Branch,012701-KCP JAKARTA RAGUNAN,JKTMINGIDR,
Branch,012703-KCP JAKARTA CIBIS NINE,JKTKKCIDR,
Branch,012704-KCP JAKARTA WARUNG BUNCIT RAYA,JKTWRBRIDR,
Branch,012705-KK JAKARTA GEDUNG ELNUSA,JKTELSIDR,
Branch,012706-KCP JAKARTA CIPETE,JKTCPTIDR,
Branch,012707-KCP JAKARTA PEJATEN,JKTPJTIDR,
Branch,012708-KCP JAKARTA PONDOK LABU,JKTLABUIDR,
Branch,012709-KCP JAKARTA SOUTH QUARTER,JKTSIMAIDR,
Branch,012710-KK JAKARTA ITC FATMAWATI,JKTITCIDR,
Branch,012711-DO NOT USE,DONTUSE3,
Branch,012712-KCP JAKARTA MENARA IBI,KCPJKTIBI,
Branch,012713-KK JAKARTA CILANDAK KKO,JKTCLNDKKO,
Branch,012714-KK JAKARTA JATIPADANG,JKTJTPDIDR,
Branch,012715-KC JAKARTA GEDUNG ARKADIA,JKTGDARIDR,
Branch,012716-KC JAKARTA MARGASATWA,JAKARTAMAG,
Branch,012717-KK JAKARTA KEMANG SELATAN,KKJAKARTA3,
Branch,012718-KK JAKARTA AMPERA RAYA,KKJKTAMPER,
Branch,012719-KCP JAKARTA GEDUNG ANEKA TAMBANG,KCPJAKART3,
Branch,012720-KCP JAKARTA UNIVERSITAS PANCASIL,KCPJAKARTN,
Branch,012721-KK JAKARTA GEDUNG TALAVERA,KKJAKARTAL,
Branch,012722-KK JAKARTA SOVEREIGN PLAZA,KKJKTSOVER,
Branch,012723-KK JAKARTA PHE TOWER,KKJKTPHE,
Branch,012724-KC MANHATTAN SQUARE,KCMANHATSQ,
Branch,012775-KCP LENTENG AGUNG,KCPLNTNGAG,
Branch,012800-KC JAKARTA BINTARO JAYA,JKTBINTIDR,
Branch,012801-(DO NOT USE XXX),JKTKEBL,
Branch,012802-KCP JAKARTA PAMULANG,JKTPAMULG,
Branch,012803-KCP JAKARTA BINTARO BURUNG GEREJ,JKTBINBURG,
Branch,012804-KCP TANGERANG BINTARO,TNGBINTARO,
Branch,012805-(DO NOT USE XXX),JKTCIP,
Branch,012806-KCP TANGERANG GRAHA KARNOS - DO,TNGGRAHAKA,
Branch,012807-KK JAKARTA GEDUNG LEMIGAS,JKTLMGIDR,
Branch,012808-KK JAKARTA BINTARO VETERAN,JKTBNTRIDR,
Branch,012809-KK TANGERANG PONDOK CABE MUTIARA,TNGPDKCABE,
Branch,012810-KK JAKARTA PETUKANGAN,JKTPTKGIDR,
Branch,012811-KK TANGERANG BINTARO SENTRA MENT,TNGBSMIDR,
Branch,012812-KCP TANGERANG PASAR CIPUTAT,TNGPSRCIPU,
Branch,012813-KK TANGERANG JURANGMANGU,TNGJRMANGU,
Branch,012814-KCP TANGERANG BUMI SERPONG DAMAI,TNGBSDIDR,
Branch,012815-KK TANGERANG BSD MODERN,TNGBSDMODE,
Branch,012816-KK TANGERANG ITC BSD,TNGITCBSD,
Branch,012817-KK TANGERANG SERPONG,TNGSERPONG,
Branch,012819-KC TANGERANG RS EKA BSD,TNGRSEKABS,
Branch,012820-KC TANGERANG PAMULANG SILIWANGI,TNGRANGPAM,
Branch,012900-KC JAKARTA PASAR REBO,JKTREBOIDR,
Branch,012901-KCP JAKARTA GEDUNG ANEKA TAMBANG,JKTGDANTAM,
Branch,012902-(DO NOT USE XXX),JKTCMGS,
Branch,012903-KCP JAKARTA CILANGKAP,JKTCLKIDR,
Branch,012904-(DO NOT USE XXX),JKTCBB,
Branch,012905-KCP JAKARTA KRAMATJATI,JKTJATIIDR,
Branch,012906-(DO NOT USE XXX),JKTGEDE,
Branch,012907-(DO NOT USE XXX),DPK,
Branch,012908-KK JKT TAMAN MINI INDONESIA INDA,JKTTMIIIDR,
Branch,012909-KK JAKARTA R.S M.H. THAMRIN,JKTRSTMIDR,
Branch,012910-KK JAKARTA MAL CIJANTUNG,JKTMALCIDR,
Branch,012911-(DO NOT USE XXX),DPKTNG,
Branch,012912-KK JAKARTA PASAR INDUK KRAMATJAT,JKTIDKIDR,
Branch,012913-(DO NOT USE XXX),DPKCSK,
Branch,012914-(DO NOT USE XXX),DPK1,
Branch,012915-KCP JAKARTA PLAZA KRAMATJATI IND,JKTPZKJIDR,
Branch,012916-KK JAKARTA CONDET,JKTCDTIDR,
Branch,012917->>DO NOT USE<<,CBBKOTAWIS,
Branch,012920-KCP CIBUBUR AUTOMOTIVE CENTER,CBBAUTOCTR,
Branch,012921-KK CIBUBUR CITRA GRAND,CBBCITRAGR,
Branch,012924-KK BEKASI UJUNG ASPAL,BKSUJASPAL,
Branch,012925-KK CIBUBUR TIME SQUARE,CBBTIMESQR,
Branch,012926-KCP JAKARTA CIMANGGIS,JKTMANGGIS,
Branch,012927-KCP JAKARTA CIBUBUR,KCPJAKARTH,
Branch,012928-KK JAKARTA PUSAT GROSIR CILILITA,KKJKTPGC,
Branch,012931-(DO NOT USE XXX),DPKKLP,
Branch,012975-KCP JAKARTA CONDET,KCPJAKARTB,
Branch,012976-KCP CIRACAS,KCPCIRACAS,
Branch,013000-KC BANDUNG ASIA AFRIKA UTARA,BDGAAUTARA,
Branch,013001-KCP ASIA AFRIKA SELATAN,BDGAASIDR,
Branch,013002-KCP BANDUNG SOEKARNO-HATTA,BDGSOEHATT,
Branch,013003-KCP BANDUNG BINACITRA,BDGBINACIT,
Branch,013004-KCP BANDUNG METRO,BDGMETRO,
Branch,013005-KCP BANDUNG KIARA CONDONG,BDGKIARACO,
Branch,013006-KCP BANDUNG BUAH BATU,BDGBUAHBAT,
Branch,013007-KCP BANDUNG KOPO,BDGKOPO,
Branch,013008-KCP BANDUNG SILIWANGI,BDGSLWANGI,
Branch,013009-KCP BANDUNG ALUN ALUN,BDGALUNALU,
Branch,013010-KK BANDUNG SUMBER SARI,BDGSUMBERS,
Branch,013011-KK BANDUNG JAMIKA,BDGJAMIKA,
Branch,013012-KK BANDUNG BURANGRANG,BDGBURANGR,
Branch,013013-KCP BANDUNG MOHAMAD TOHA,KCPMOHTOHA,
Branch,013014-KK BANDUNG SOREANG,BDGSOREANG,
Branch,013015-KK BANDUNG BKR,BDGBKR,
Branch,013016-KK BANDUNG TAMAN KOPO INDAH,BDGTMKOPOI,
Branch,013017-KC BANDUNG MTC,KCBANDUNGM,
Branch,013018-KC BANDUNG DAYEUKOLOT,KCBANDUNGD,
Branch,013019-KK BANDUNG PASIR KALIKI,KKBANDUNG1,
Branch,013020-KK BANDUNG ITB,KKBANDUITB,
Branch,013021-KK MAJALAYA,KKMAJALAYA,
Branch,013022-KK BANDUNG BEC,KKBDGBEC,
Branch,013075-KCP BANDUNG BANJARAN,KCPBANDUNG,
Branch,013076-KCP BANDUNG CIPARAY,KCPBANDUNB,
Branch,013077-KCP BANDUNG PANGALENGAN,KCPBANDUND,
Branch,013078-KCP BANDUNG CIWIDEY,KCPBANDUNC,
Branch,013079-KCP BANDUNG KATAPANG,KCPBANDKAT,
Branch,013080-KCP CIWASTRA,KCPCIWASTR,
Branch,013081-KCP BANDUNG WARUNG LOBAK,KCPBANDWAR,
Branch,013082-KCP PAMEUNGPEUK BANJARAN,KCPPAMEBAN,
Branch,013083-KCP BANDUNG MELONG ASIH (POS),KCPBNDMELA,
Branch,013084-KCP BANDUNG MARGAASIH,KCPBANDMAR,
Branch,013087-KCP BANDUNG CIJERAH,KCPBDGCIJE,
Branch,013100-KC BANDUNG SUROPATI,BDGSUROPTI,
Branch,013101-KCP BANDUNG AHMAD YANI,BDGAHMADYA,
Branch,013102-KCP TASIKMALAYA MUSTOFA,TSMMUSTOFA,
Branch,013103-KCP BANDUNG MARTADINATA,BDGMARTADI,
Branch,013104-KC TASIKMALAYA OTTO ISKANDARDINA,TSMOTISTA,
Branch,013105-KCP TASIKMALAYA SUTISNA,TSMSUTISNA,
Branch,013106-KCP CIAMIS,CMSIDR,
Branch,013107-KCP GARUT,GRTIDR,
Branch,013108-KCP BANDUNG UJUNG BERUNG,BDGUJUNGBR,
Branch,013109-KK BANDUNG GATOT SUBROTO,BDGGTSBIDR,
Branch,013110-KCP SUMEDANG,SMDIDR,
Branch,013111-KCP BANDUNG KAMPUS TELKOM,BDGKMPSTLK,
Branch,013112-KK BANDUNG JAMSOSTEK,BDGJAMSOST,
Branch,013113-KK BANDUNG CIBEUNYING,BDGCIBEUNY,
Branch,013114-KK BANDUNG CIHAMPELAS,BDGCIHAMPE,
Branch,013115-KC BANDUNG DAGO,BDGDAGO,
Branch,013116-KC GARUT CIKAJANG,KCGARUTCIK,
Branch,0131185-KCP BANDUNG CIIBIRU,KCBANCIBI,
Branch,013120-KK BANDUNG STT TELKOM,BDGSTTTELK,
Branch,013121-KK CIAMIS BANJAR,CMSBANJAR,
Branch,013122-KCP BANDUNG CINUNUK,KCBDGCINUN,
Branch,013131-KK BANDUNG RANCAEKEK,BDGRANCAEK,
Branch,013166-KCP TASIKMALAYA CIKATOMAS (POS),KCPTASICIK,
Branch,013167-KCP TASIKMALAYA INDIHIANG (POS),KCPTASIIND,
Branch,013168-KCP SUMEDANG CIMALAKA,KCPSUMECIM,
Branch,013169-KCP CIAMIS CIJULANG,KCPCIAMCIJ,
Branch,013170-KCP GARUT LELES,KCPGARULEL,
Branch,013171-KCP TASIKMALAYA KAWALU,KCPTASIKAW,
Branch,013172-KCP TASIKMALAYA CIBALONG,KCPTASICIB,
Branch,013173-KCP CIAMIS CIKONENG,KCPCIAMCIK,
Branch,013174-KCP PASAR BANJARSARI (POS),KCPPASABAN,
Branch,013175-KCP BANDUNG MAJALAYA,KCPBANDUN3,
Branch,013176-KCP BANDUNG CICALENGKA,KCPBANDUN,
Branch,013177-KCP SUMEDANG WADO,KCPSUMEDA,
Branch,013178-KCP TASIKMALAYA CIAWI,KCPTASIKM1,
Branch,013179-KCP GARUT KADUNGORA,KCPGARUT31,
Branch,013180-KCP TASIKMALAYA MANONJAYA,KCPTASIKM,
Branch,013181-KCP TASIMALAYA SINGAPARNA,KCPTASIKNA,
Branch,013182-KCP GARUT GUNTUR,KCGARUTTUR,
Branch,013183-KCP CIAMIS KAWALI,KCCIAMISLI,
Branch,013184-KCP TASIKMALAYA CIKURUBUK,KCTASIKBUK,
Branch,013185-KCP BANDUNG CIBIRU,KCPBANDCIB,
Branch,013186-KCP GARUT BAYONGBONG,KCGARBAYON,
Branch,013187-KCP GARUT WANARAJA,KCGARUTWAN,
Branch,013188-KCP GARUT MALANGBONG,KCGARUTMAL,
Branch,013189-KCP CIAMIS PANJALU,KCPCIAMPNJ,
